score,sentence1,sentence2
3.833,film second trilogy wrap mber matrix revolution,reloaded second installment trilogy matrix revolution slated debut mber
3.75,addition justice department said fbi conducted fewer 10 investigation involving visit mosque,addition fewer 10 fbi office conducted investigation involving visit islamic mosque justice department said
3.25,launch coincides javaone developer conference san francisco week,news also come contion sun annual javaone developer conference san francisco
2.75,royal duty based experience diana princess wale letter allegedly,royal household bracing revelation royal duty based former servant time diana princess wale
3.0,army said raid come day israeli troop shot killed abdullah kawasme hamas leader city targeted militant hamas,arrest came day israeli troop shot killed abdullah kawasme militant group leader hebron
3.2,sars went claim life 44 people toronto area including two nurse dr,virus killed 44 people toronto area including one dr two nurse
4.6,apple computer new online music service sold 1 million song first week operation company said monday,apple computer inc said monday exceeded record industry expectation selling 1 million song since launch online music store week ago
3.6,arrested twice trespassing barred complex home mother two child,arrested twice trespassing barred complex
4.4,oracle corp chairman ceo larry ellison rule sweetening company unsolicited offer acquire rival peoplesoft inc,oracle chairman larry ellison hinted company could yet increase offer rival peoplesoft
4.056,portuguese weather service said europe heatwave caused mass hot dry air moving southeast,heatwave due mass hot dry air southeast said almeida portugal weather service
3.5,spending taxpayer dollar create terrorism betting parlor wasteful repugnant announced press conference yesterday,spending taxpayer dollar create terrorism betting parlor wasteful repugnant wyden dorgan said monday letter pentagon
5.0,still somewhat ambiguous ruling might setback static control depending developed competing product merrill lynch analyst steven miluch said,merrill lynch analyst steven miluch said somewhat ambiguous ruling regulator might setback static control depending developed competing product
4.0,monkey could track progress watching schthematic representation arm motion video screen,arm kept rate room monkey could track progress watching representation arm motion video screen
4.0,triggered 47hour police standoff inconvenienced thousand commuter traffic backed downtown washington northern virginia,protest led 47hour standoff police caused huge traffic jam downtown washington northern virginia
4.75,standard poor 500 index advanced 648 07 per cent 99051,broader standard poor 500 index spx rose 648 point 066 percent 99051
3.75,agriculture minister one hundred nation expected attend threeday ministerial conference expo agricultural science technology sponsored u department agriculture,u agriculture secretary ann ventheman kick threeday ministerial conference expo agricultural science technology monday
4.0,complicating situation presence battlehardened liberian fighting side,fighting continued sporadically west complicated presence battlehardened liberian side
3.5,year audubon society host annual christmas bird count,national audubon society annual christmas bird count 104th season
3.0,rthemoved site listed broken english rule hacker might participate,organizer established web site httpdefacerschallengecom listing broken english rule hacker might participate
4.2,drs speculated body estrogen protects cell damage improves blood flow,belief based speculation estrogen prevents cell damage improves blood flow
3.4,also found shortness associated family history hearing loss,shortness found twice often hearing loss
4.6,cisco executive said encouraged 13 billion cash flow increase net income hoped rebound,cisco executive encouraged 13 billion cash flow increase net income said rthemained cautiously optimistic rebound
4.0,email statthement knoxville news sentinel shumaker said giving consideration resignation,giving consideration resignation shumaker said statthement
4.0,poll showed fbi bugging mayor given boost reelection effort gop opponent sam katz,poll released week showed fbi bugging mayor given boost reelection effort
3.6430000000000002,injured passenger john peter smith hospital died later friday morning jones said,injured passenger john peter smith died later morning name released jones said
